product,contract,plan_status,reason,through,dataset,year,month,expected_start,expected_end,expected_bar_count,missing_start,missing_end,missing_bar_count
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,6,2024-06-21T07:00:00+00:00,2024-06-28T07:00:00+00:00,2,2024-06-21T07:00:00+00:00,2024-06-28T07:00:00+00:00,2
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,7,2024-07-05T07:00:00+00:00,2024-07-26T07:00:00+00:00,4,2024-07-05T07:00:00+00:00,2024-07-26T07:00:00+00:00,4
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,8,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,9,2024-09-06T07:00:00+00:00,2024-09-30T07:00:00+00:00,5,2024-09-06T07:00:00+00:00,2024-09-30T07:00:00+00:00,5
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,10,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2506,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-05-13,"[""contract"", ""pf"", ""PF2506"", ""1w""]",2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-11T07:00:00+00:00,2
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,7,2024-07-15T07:00:00+00:00,2024-07-31T07:00:00+00:00,13,2024-07-15T07:00:00+00:00,2024-07-31T07:00:00+00:00,13
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,8,2024-08-01T07:00:00+00:00,2024-08-30T07:00:00+00:00,22,2024-08-01T07:00:00+00:00,2024-08-30T07:00:00+00:00,22
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,9,2024-09-02T07:00:00+00:00,2024-09-30T07:00:00+00:00,19,2024-09-02T07:00:00+00:00,2024-09-30T07:00:00+00:00,19
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,10,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1d""]",2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-16T07:00:00+00:00,9
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,7,2024-07-19T07:00:00+00:00,2024-07-26T07:00:00+00:00,2,2024-07-19T07:00:00+00:00,2024-07-26T07:00:00+00:00,2
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,8,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,9,2024-09-06T07:00:00+00:00,2024-09-30T07:00:00+00:00,5,2024-09-06T07:00:00+00:00,2024-09-30T07:00:00+00:00,5
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,10,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2507,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-06-13,"[""contract"", ""pf"", ""PF2507"", ""1w""]",2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-16T07:00:00+00:00,2
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2024,9,2024-09-18T07:00:00+00:00,2024-09-30T07:00:00+00:00,9,2024-09-18T07:00:00+00:00,2024-09-30T07:00:00+00:00,9
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2024,10,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1d""]",2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-18T07:00:00+00:00,14
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2024,9,2024-09-20T07:00:00+00:00,2024-09-30T07:00:00+00:00,3,2024-09-20T07:00:00+00:00,2024-09-30T07:00:00+00:00,3
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2024,10,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-08-05,"[""contract"", ""pf"", ""PF2509"", ""1w""]",2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-18T07:00:00+00:00,3
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2024,10,2024-10-22T07:00:00+00:00,2024-10-31T07:00:00+00:00,8,2024-10-22T07:00:00+00:00,2024-10-31T07:00:00+00:00,8
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1d""]",2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21,2025-08-01T07:00:00+00:00,2025-08-08T07:00:00+00:00,6
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2024,10,2024-10-25T07:00:00+00:00,2024-10-25T07:00:00+00:00,1,2024-10-25T07:00:00+00:00,2024-10-25T07:00:00+00:00,1
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-09-01,"[""contract"", ""pf"", ""PF2510"", ""1w""]",2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5,2025-08-01T07:00:00+00:00,2025-08-08T07:00:00+00:00,2
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2024,11,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,11,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,11
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2511,REVIEW_REQUIRED,REPAIR_SCOPE_SOURCE_OR_INTEGRITY,2025-10-10,"[""contract"", ""pf"", ""PF2511"", ""1d""]",2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
